id,antimicrobial,Bacteria,Ref,,
betaL-g1237_SHV-37,"Cefotaxime, Ceftazidime, Ampicillin",,AF467948,SHV-3,2be ESBL
betaL-g1238_SHV-38,"Cefotaxime, Ceftazidime, Ampicillin",,AY079099,SHV-3,2be ESBL
betaL-g1240a_SHV-40,"Cefotaxime, Ceftazidime, Ampicillin",,AF535128,_SHV-,
betaL-g1241_SHV-41,"Cefotaxime, Ceftazidime, Ampicillin",,AF535129,SHV-4,2be
betaL-g1242_SHV-42,"Cefotaxime, Ceftazidime, Ampicillin",,EF035559,SHV-4,2be
betaL-g1243_SHV-44,"Cefotaxime, Ceftazidime, Ampicillin",,AY259119,SHV-4,2be
betaL-g1244_SHV-45,"Cefotaxime, Ceftazidime, Ampicillin",,AF547625,SHV-4,2be
betaL-g1245_SHV-46,"Cefotaxime, Ceftazidime, Ampicillin",,AY210887,SHV-4,2be
betaL-g1246_SHV-48,"Cefotaxime, Ceftazidime, Ampicillin",,AY263404,SHV-4,2be
betaL-g1247_SHV-49,"Amoxicillin, AmoxicillinClavulanic acid, Ampicillin, AmpicillinClavulanic acid, Piperacillin, PiperacillinTazobactam, Ticarcillin, TicarcillinClavulanic acid",,AY528718,SHV-4,2be
betaL-g1248_SHV-5,"Cefotaxime, Ceftazidime, Ampicillin",,X55640,SHV-5,2be ESBL
betaL-g1249_SHV-50,"Cefotaxime, Ceftazidime, Ampicillin",,AY288915,SHV-5,2be ESBL
betaL-g1250_SHV-51,"Cefotaxime, Ceftazidime, Ampicillin",,AY289548,SHV-5,2be ESBL
betaL-g1251_SHV-52,"Cefotaxime, Ceftazidime, Ampicillin",,HQ845196,SHV-5,2be ESBL
betaL-g1252_SHV-55,"Cefotaxime, Ceftazidime, Ampicillin",,AJ863560,SHV-5,2be ESBL
betaL-g1253_SHV-56,IR broad spectrum,,EU586041,SHV-5,2be ESBL
betaL-g1254_SHV-57,"Cefotaxime, Ceftazidime, Ampicillin",,AY223863,SHV-5,2be ESBL
betaL-g1255_SHV-59,"Cefotaxime, Ceftazidime, Ampicillin",,AY790341,SHV-5,2be ESBL
betaL-g1257_SHV-60,2b,,AB302939,SHV-6,2be
betaL-g1258_SHV-61,2b,,AJ866284,SHV-6,2be
betaL-g1259_SHV-62,2b,,GU064395,SHV-6,2be
betaL-g1260_SHV-63,"Cefotaxime, Ceftazidime, Ampicillin",,EU342351,SHV-6,2be
betaL-g1261_SHV-64,"Cefotaxime, Ceftazidime, Ampicillin",,DQ174304,SHV-6,2be
betaL-g1262_SHV-65,"Cefotaxime, Ceftazidime, Ampicillin",,DQ174305,SHV-6,2be
betaL-g1263_SHV-66,"Cefotaxime, Ceftazidime, Ampicillin",,DQ174306,SHV-6,2be
betaL-g1264_SHV-67,"Cefotaxime, Ceftazidime, Ampicillin",,DQ174307,SHV-6,2be
betaL-g1265_SHV-69,"Cefotaxime, Ceftazidime, Ampicillin",,DQ174308,SHV-6,2be
betaL-g1266_SHV-7,"Cefotaxime, Ceftazidime, Ampicillin",,U20270,SHV-7,2be ESBL
betaL-g1267_SHV-70,"Cefotaxime, Ceftazidime, Ampicillin",,DQ013287,SHV-7,2be ESBL
betaL-g1268_SHV-71,2b,,AM176546,SHV-7,2be ESBL
betaL-g1269_SHV-72,2br,,AM176547,SHV-7,2be ESBL
betaL-g1270_SHV-73,2br,,AM176548,SHV-7,2be ESBL
betaL-g1271_SHV-74,2b,,AM176549,SHV-7,2be ESBL
betaL-g1272_SHV-75,2b,,AM176550,SHV-7,2be ESBL
betaL-g1273_SHV-76,2b,,AM176551,SHV-7,2be ESBL
betaL-g1274_SHV-77,2b,,AM176552,SHV-7,2be ESBL
betaL-g1275_SHV-78,2b,,AM176553,SHV-7,2be ESBL
betaL-g1276_SHV-79,2b,,AM176554,SHV-7,2be ESBL
betaL-g1277_SHV-8,"Cefotaxime, Ceftazidime, Ampicillin",,U92041,SHV-8,2be ESBL
betaL-g1278_SHV-80,2b,,AM176555,SHV-8,2be ESBL
betaL-g1279_SHV-81,2b,,AM176556,SHV-8,2be ESBL
betaL-g1280_SHV-82,2b,,AM176557,SHV-8,2be ESBL
betaL-g1281_SHV-85,2b,,DQ322460,SHV-8,2be ESBL
betaL-g1282_SHV-86,2be,,DQ328802,SHV-8,2be ESBL
betaL-g1283_SHV-89,2b,,DQ193536,SHV-8,2be ESBL
betaL-g1287_SHV-92,"Cefotaxime, Ceftazidime, Ampicillin",,DQ836922,SHV-9,2be
betaL-g1288_SHV-93,"Cefotaxime, Ceftazidime, Ampicillin",,EF373969,SHV-9,2be
betaL-g1289_SHV-94,"Cefotaxime, Ceftazidime, Ampicillin",,EF373970,SHV-9,2be
betaL-g1290_SHV-95,"Cefotaxime, Ceftazidime, Ampicillin",,EF373972,SHV-9,2be
betaL-g1291_SHV-96,"Cefotaxime, Ceftazidime, Ampicillin",,EF373971,SHV-9,2be
betaL-g1292_SHV-97,"Cefotaxime, Ceftazidime, Ampicillin",,EF373973,SHV-9,2be
betaL-g1293_SHV-98,"Cefotaxime, Ceftazidime, Ampicillin",,AM941844,SHV-9,2be
betaL-g1294_SHV-99,"Cefotaxime, Ceftazidime, Ampicillin",,AM941845,SHV-9,2be
betaL-g1295_SIM-1,,,AY887066,SIM-1,
betaL-g1296_SLB-1,,,AY590118,SLB-1,
betaL-g1297_SMB-1,,,AB636283,SMB-1,
betaL-g1298_SME-1,,,Z28968,SME-1,2f carbapenemase
betaL-g1299_SME-2,,,"U60295, AF275256",SME-2,2f carbapenemase
betaL-g1300_SME-3,,,AY584237,SME-3,2f carbapenemase
betaL-g1303_SPU-1,"Cefotaxime, Ceftazidime, Ampicillin",,GQ919044,SPU-1,
betaL-g1304_SRT-1,"Cefotaxime, Ceftazidime, Ampicillin",,AB008454,SRT-1,
betaL-g1305_SST-1,"Cefotaxime, Ceftazidime, Ampicillin",,AB008455,SST-1,
betaL-g1306_TEM-1,Ampicillin,,J01749,TEM-1,2b broad spectrum
betaL-g1307_TEM-10,"Cefotaxime, Ceftazidime, Ampicillin",,AF093512,TEM-1,2b broad spectrum
betaL-g2225_TEM-1b,Ampicillin,,,,
betaL-g2226_TEM-1c,Ampicillin,,,,
betaL-g2227_TEM-1d,Ampicillin,,,,
betaL-g2228_TEM-52b,"Cefotaxime, Ceftazidime, Ampicillin",,,,
betaL-g2229_TEM-52c,"Cefotaxime, Ceftazidime, Ampicillin",,,,
betaL-g1308_TEM-101,"Cefotaxime, Ceftazidime, Ampicillin",,AF495873,TEM-1,2b broad spectrum
betaL-g1311_TEM-104,"Cefotaxime, Ceftazidime, Ampicillin",,AF516719,TEM-1,2b broad spectrum
betaL-g1312_TEM-105,"Cefotaxime, Ceftazidime, Ampicillin",,AF516720,TEM-1,2b broad spectrum
betaL-g1313_TEM-106,"Cefotaxime, Ceftazidime, Ampicillin",,AY101578,TEM-1,2b broad spectrum
betaL-g1314_TEM-107,"Cefotaxime, Ceftazidime, Ampicillin",,AY101764,TEM-1,2b broad spectrum
betaL-g1315_TEM-108,"Cefotaxime, Ceftazidime, Ampicillin",,AF506748,TEM-1,2b broad spectrum
betaL-g1316_TEM-109,"Cefotaxime, Ceftazidime, Ampicillin",,AY628175,TEM-1,2b broad spectrum
betaL-g1317_TEM-11,"Cefotaxime, Ceftazidime, Ampicillin",,AY874537,TEM-1,2b broad spectrum
betaL-g1318_TEM-110,Ampicillin,,AY072920,TEM-1,2b broad spectrum
betaL-g1319_TEM-111,"Cefotaxime, Ceftazidime, Ampicillin",,AF468003,TEM-1,2b broad spectrum
betaL-g1320_TEM-112,"Cefotaxime, Ceftazidime, Ampicillin",,AY589493,TEM-1,2b broad spectrum
betaL-g1321_TEM-113,"Cefotaxime, Ceftazidime, Ampicillin",,AY589494,TEM-1,2b broad spectrum
betaL-g1322_TEM-114,"Cefotaxime, Ceftazidime, Ampicillin",,AY589495,TEM-1,2b broad spectrum
betaL-g1323_TEM-115,"Cefotaxime, Ceftazidime, Ampicillin",,AF535127,TEM-1,2b broad spectrum
betaL-g1324_TEM-116,Ampicillin,,"AJ847364, U36911",TEM-1,2b broad spectrum
betaL-g1325_TEM-117,"Cefotaxime, Ceftazidime, Ampicillin",,AY130282,TEM-1,2b broad spectrum
betaL-g1327_TEM-12,"Cefotaxime, Ceftazidime, Ampicillin",,M88143,TEM-1,2b broad spectrum
betaL-g1328_TEM-120,"Cefotaxime, Ceftazidime, Ampicillin",,AY243512,TEM-1,2b broad spectrum
betaL-g1329_TEM-121,"Cefotaxime, Ceftazidime, Ampicillin",,AY271267,TEM-1,2b broad spectrum
betaL-g1330_TEM-122,Ampicillin,,AY307100,TEM-1,2b broad spectrum
betaL-g1331_TEM-123,"Cefotaxime, Ceftazidime, Ampicillin",,AY327539,TEM-1,2b broad spectrum
betaL-g1332_TEM-124,"Cefotaxime, Ceftazidime, Ampicillin",,AY327540,TEM-1,2b broad spectrum
betaL-g1333a_TEM-125,,,AY628176,_TEM-,
betaL-g1334_TEM-126,"Cefotaxime, Ceftazidime, Ampicillin",,AY628199,TEM-1,2b broad spectrum
betaL-g1335_TEM-127,Ampicillin,,AY368236,TEM-1,2b broad spectrum
betaL-g1336_TEM-128,Ampicillin,,AY368237,TEM-1,2b broad spectrum
betaL-g1337_TEM-129,"Cefotaxime, Ceftazidime, Ampicillin",,AJ746225,TEM-1,2b broad spectrum
betaL-g1339_TEM-130,"Cefotaxime, Ceftazidime, Ampicillin",,AJ866988,TEM-1,2b broad spectrum
betaL-g1340_TEM-131,"Cefotaxime, Ceftazidime, Ampicillin",,AY436361,TEM-1,2b broad spectrum
betaL-g1341_TEM-132,"Cefotaxime, Ceftazidime, Ampicillin",,AY491682,TEM-1,2b broad spectrum
betaL-g1342_TEM-133,"Cefotaxime, Ceftazidime, Ampicillin",,AY528425,TEM-1,2b broad spectrum
betaL-g1343_TEM-134,"Cefotaxime, Ceftazidime, Ampicillin",,AY574271,TEM-1,2b broad spectrum
betaL-g1344_TEM-135,Ampicillin,,AJ634602,TEM-1,2b broad spectrum
betaL-g1345_TEM-136,"Cefotaxime, Ceftazidime, Ampicillin",,AY826417,TEM-1,2b broad spectrum
betaL-g1346_TEM-137,"Cefotaxime, Ceftazidime, Ampicillin",,AM286274,TEM-1,2b broad spectrum
betaL-g1347_TEM-138,"Cefotaxime, Ceftazidime, Ampicillin",,AY853593,TEM-1,2b broad spectrum
betaL-g1348_TEM-139,"Cefotaxime, Ceftazidime, Ampicillin",,DQ072853,TEM-1,2b broad spectrum
betaL-g1349_TEM-141,Ampicillin,,AY956335,TEM-1,2b broad spectrum
betaL-g1350_TEM-142,"Cefotaxime, Ceftazidime, Ampicillin",,DQ388882,TEM-1,2b broad spectrum
betaL-g1351_TEM-143,"Cefotaxime, Ceftazidime, Ampicillin",,DQ075245,TEM-1,2b broad spectrum
betaL-g1352_TEM-144,"Cefotaxime, Ceftazidime, Ampicillin",,AM049399,TEM-1,2b broad spectrum
betaL-g1353_TEM-145,Ampicillin,,DQ105528,TEM-1,2b broad spectrum
betaL-g1354_TEM-146,"Cefotaxime, Ceftazidime, Ampicillin",,DQ105529,TEM-1,2b broad spectrum
betaL-g1355_TEM-147,"Cefotaxime, Ceftazidime, Ampicillin",,DQ279850,TEM-1,2b broad spectrum
betaL-g1356_TEM-148,"Cefotaxime, Ceftazidime, Ampicillin",,AM087454,TEM-1,2b broad spectrum
betaL-g1357_TEM-149,"Cefotaxime, Ceftazidime, Ampicillin",,DQ369751,TEM-1,2b broad spectrum
betaL-g1358_TEM-15,"Cefotaxime, Ceftazidime, Ampicillin",,AM849805,TEM-1,2b broad spectrum
betaL-g1359_TEM-150,"Cefotaxime, Ceftazidime, Ampicillin",,AM183304,TEM-1,2b broad spectrum
betaL-g1360_TEM-151,"Cefotaxime, Ceftazidime, Ampicillin",,DQ834729,TEM-1,2b broad spectrum
betaL-g1361_TEM-152,"Cefotaxime, Ceftazidime, Ampicillin",,DQ834728,TEM-1,2b broad spectrum
betaL-g1362_TEM-153,"Cefotaxime, Ceftazidime, Ampicillin",,KC149518,TEM-1,2b broad spectrum
betaL-g1363_TEM-154,"Cefotaxime, Ceftazidime, Ampicillin",,FJ807656,TEM-1,2b broad spectrum
betaL-g1364_TEM-155,"Cefotaxime, Ceftazidime, Ampicillin",,DQ679961,TEM-1,2b broad spectrum
betaL-g1365_TEM-156,"Cefotaxime, Ceftazidime, Ampicillin",,AM941159,TEM-1,2b broad spectrum
betaL-g1366_TEM-157,"Cefotaxime, Ceftazidime, Ampicillin",,DQ909059,TEM-1,2b broad spectrum
betaL-g1367_TEM-158,"Cefotaxime, Ceftazidime, Ampicillin",,EF534736,TEM-1,2b broad spectrum
betaL-g1368_TEM-159,Ampicillin,,EF136376,TEM-1,2b broad spectrum
betaL-g1369_TEM-16,"Cefotaxime, Ceftazidime, Ampicillin",,X65254,TEM-1,2b broad spectrum
betaL-g1370_TEM-160,Ampicillin,,EF136377,TEM-1,2b broad spectrum
betaL-g1372_TEM-162,"Cefotaxime, Ceftazidime, Ampicillin",,EF468463,TEM-1,2b broad spectrum
betaL-g1373_TEM-163,Ampicillin,,EU815939,TEM-1,2b broad spectrum
betaL-g1374_TEM-164,"Cefotaxime, Ceftazidime, Ampicillin",,EU274580,TEM-1,2b broad spectrum
betaL-g1376_TEM-166,"Cefotaxime, Ceftazidime, Ampicillin",,FJ197316,TEM-1,2b broad spectrum
betaL-g1377a_TEM-167,,,FJ360884,_TEM-,
betaL-g1378_TEM-168,"Cefotaxime, Ceftazidime, Ampicillin",,FJ919776,TEM-1,2b broad spectrum
betaL-g1380_TEM-17,"Cefotaxime, Ceftazidime, Ampicillin",,Y14574,TEM-1,2b broad spectrum
betaL-g1382_TEM-171,"Cefotaxime, Ceftazidime, Ampicillin",,GQ149347,TEM-1,2b broad spectrum
betaL-g1386_TEM-176,Ampicillin,,GU550123,TEM-1,2b broad spectrum
betaL-g1387_TEM-177,"Cefotaxime, Ceftazidime, Ampicillin",,FN652295,TEM-1,2b broad spectrum
betaL-g1388_TEM-178,"Cefotaxime, Ceftazidime, Ampicillin",,X97254,TEM-1,2b broad spectrum
betaL-g1392_TEM-183,Ampicillin,,HQ529916,TEM-1,2b broad spectrum
betaL-g1393_TEM-184,"Cefotaxime, Ceftazidime, Ampicillin",,FR848831,TEM-1,2b broad spectrum
betaL-g1394_TEM-185,Ampicillin,,JF795538,TEM-1,2b broad spectrum
betaL-g1395_TEM-186,Ampicillin,,JN227084,TEM-1,2b broad spectrum
betaL-g1396_TEM-187,"Cefotaxime, Ceftazidime, Ampicillin",,HM246246,TEM-1,2b broad spectrum
betaL-g1397_TEM-188,"Cefotaxime, Ceftazidime, Ampicillin",,JN211012,TEM-1,2b broad spectrum
betaL-g1398_TEM-189,"Cefotaxime, Ceftazidime, Ampicillin",,JN254627,TEM-1,2b broad spectrum
betaL-g1400_TEM-190,"Cefotaxime, Ceftazidime, Ampicillin",,JN416112,TEM-1,2b broad spectrum
betaL-g1403_TEM-193,"Cefotaxime, Ceftazidime, Ampicillin",,JN935135,TEM-1,2b broad spectrum
betaL-g1404_TEM-194,"Cefotaxime, Ceftazidime, Ampicillin",,JN935136,TEM-1,2b broad spectrum
betaL-g1405_TEM-195,"Cefotaxime, Ceftazidime, Ampicillin",,JN935137,TEM-1,2b broad spectrum
betaL-g1406_TEM-197,"Cefotaxime, Ceftazidime, Ampicillin",,HQ877606,TEM-1,2b broad spectrum
betaL-g1407_TEM-198,"Cefotaxime, Ceftazidime, Ampicillin",,AB700703,TEM-1,2b broad spectrum
betaL-g1408_TEM-199,"Cefotaxime, Ceftazidime, Ampicillin",,JX050178,TEM-1,2b broad spectrum
betaL-g1409_TEM-2,Ampicillin,,X54606,TEM-2,2b broad spectrum
betaL-g1410_TEM-20,"Cefotaxime, Ceftazidime, Ampicillin",,Y17581,TEM-2,2b broad spectrum
betaL-g1411_TEM-201,"Cefotaxime, Ceftazidime, Ampicillin",,JX310327,TEM-2,2b broad spectrum
betaL-g1413_TEM-206,Ampicillin,,KC783461,TEM-2,2b broad spectrum
betaL-g1414_TEM-207,"Cefotaxime, Ceftazidime, Ampicillin",,KC818234,TEM-2,2b broad spectrum
betaL-g1415_TEM-208,"Cefotaxime, Ceftazidime, Ampicillin",,KC865667,TEM-2,2b broad spectrum
betaL-g1416_TEM-209,"Cefotaxime, Ceftazidime, Ampicillin",,KF240808,TEM-2,2b broad spectrum
betaL-g1418_TEM-211,"Cefotaxime, Ceftazidime, Ampicillin",,KF513179,TEM-2,2b broad spectrum
betaL-g1419_TEM-213,"Cefotaxime, Ceftazidime, Ampicillin",,KF663615,TEM-2,2b broad spectrum
betaL-g1421_TEM-24,"Cefotaxime, Ceftazidime, Ampicillin",,X65253,TEM-2,2b broad spectrum
betaL-g1425_TEM-28,"Cefotaxime, Ceftazidime, Ampicillin",,U37195,TEM-2,2b broad spectrum
betaL-g1427_TEM-3,"Cefotaxime, Ceftazidime, Ampicillin",,X64523,TEM-3,2be ESBL
betaL-g1428_TEM-30,Ampicillin,,AJ437107,TEM-3,2be ESBL
betaL-g1431_TEM-33,Ampicillin,,GU371926,TEM-3,2be ESBL
betaL-g1432_TEM-34,Ampicillin,,KC292503,TEM-3,2be ESBL
betaL-g1441_TEM-43,"Cefotaxime, Ceftazidime, Ampicillin",,U95363,TEM-4,2be ESBL
betaL-g1443_TEM-45,Ampicillin,,X95401,TEM-4,2be ESBL
betaL-g1445_TEM-47,"Cefotaxime, Ceftazidime, Ampicillin",,Y10279,TEM-4,2be ESBL
betaL-g1446_TEM-48,"Cefotaxime, Ceftazidime, Ampicillin",,Y10280,TEM-4,2be ESBL
betaL-g1447_TEM-49,"Cefotaxime, Ceftazidime, Ampicillin",,Y10281,TEM-4,2be ESBL
betaL-g1451_TEM-52,"Cefotaxime, Ceftazidime, Ampicillin",,Y13612,TEM-5,2be ESBL
betaL-g1452_TEM-53,"Cefotaxime, Ceftazidime, Ampicillin",,AF104441,TEM-5,2be ESBL
betaL-g1453_TEM-54,Ampicillin,,AF104442,TEM-5,2be ESBL
betaL-g1454_TEM-55,Ampicillin,,DQ286729,TEM-5,2be ESBL
betaL-g1456_TEM-57,Ampicillin,,FJ405211,TEM-5,2be ESBL
betaL-g1458_TEM-59,Ampicillin,,AF062386,TEM-5,2be ESBL
betaL-g1459_TEM-6,"Cefotaxime, Ceftazidime, Ampicillin",,X57972,TEM-6,2be ESBL
betaL-g1460_TEM-60,"Cefotaxime, Ceftazidime, Ampicillin",,AF047171,TEM-6,2be ESBL
betaL-g1462_TEM-63,"Cefotaxime, Ceftazidime, Ampicillin",,AF332513,TEM-6,2be ESBL
betaL-g1465_TEM-67,Ampicillin,,AF091113,TEM-6,2be ESBL
betaL-g1466_TEM-68,"Cefotaxime, Ceftazidime, Ampicillin",,AJ239002,TEM-6,2be ESBL
betaL-g1468_TEM-70,"Cefotaxime, Ceftazidime, Ampicillin",,AF188199,TEM-7,2be ESBL
betaL-g1469_TEM-71,"Cefotaxime, Ceftazidime, Ampicillin",,AF203816,TEM-7,2be ESBL
betaL-g1470_TEM-72,"Cefotaxime, Ceftazidime, Ampicillin",,AF157553,TEM-7,2be ESBL
betaL-g1474_TEM-76,Ampicillin,,AF190694,TEM-7,2be ESBL
betaL-g1475_TEM-77,Ampicillin,,AF190695,TEM-7,2be ESBL
betaL-g1476_TEM-78,Ampicillin,,AF190693,TEM-7,2be ESBL
betaL-g1477_TEM-79,Ampicillin,,AF190692,TEM-7,2be ESBL
betaL-g1478_TEM-8,"Cefotaxime, Ceftazidime, Ampicillin",,X65252,TEM-8,2be ESBL
betaL-g1479_TEM-80,Ampicillin,,AF347054,TEM-8,2be ESBL
betaL-g1480_TEM-81,Ampicillin,,AF427127,TEM-8,2be ESBL
betaL-g1481_TEM-82,Ampicillin,,AF427128,TEM-8,2be ESBL
betaL-g1482_TEM-83,Ampicillin,,AF427129,TEM-8,2be ESBL
betaL-g1483_TEM-84,Ampicillin,,AF427130,TEM-8,2be ESBL
betaL-g1484_TEM-85,"Cefotaxime, Ceftazidime, Ampicillin",,AJ277414,TEM-8,2be ESBL
betaL-g1485_TEM-86,"Cefotaxime, Ceftazidime, Ampicillin",,AJ277415,TEM-8,2be ESBL
betaL-g1486_TEM-87,"Cefotaxime, Ceftazidime, Ampicillin",,AF250872,TEM-8,2be ESBL
betaL-g1487_TEM-88,"Cefotaxime, Ceftazidime, Ampicillin",,AY027590,TEM-8,2be ESBL
betaL-g1488_TEM-89,"Cefotaxime, Ceftazidime, Ampicillin",,AY039040,TEM-8,2be ESBL
betaL-g1490_TEM-90,Ampicillin,,AF351241,TEM-9,2be ESBL
betaL-g1491_TEM-91,"Cefotaxime, Ceftazidime, Ampicillin",,AB049569,TEM-9,2be ESBL
betaL-g1492_TEM-92,"Cefotaxime, Ceftazidime, Ampicillin",,AF143804,TEM-9,2be ESBL
betaL-g1493_TEM-93,"Cefotaxime, Ceftazidime, Ampicillin",,AJ318093,TEM-9,2be ESBL
betaL-g1494_TEM-94,"Cefotaxime, Ceftazidime, Ampicillin",,AJ318094,TEM-9,2be ESBL
betaL-g1495_TEM-95,Ampicillin,,AJ308558,TEM-9,2be ESBL
betaL-g1496_TEM-96,"Cefotaxime, Ceftazidime, Ampicillin",,AY092401,TEM-9,2be ESBL
betaL-g1497_TEM-97,"Cefotaxime, Ceftazidime, Ampicillin",,AF397067,TEM-9,2be ESBL
betaL-g1498_TEM-98,"Cefotaxime, Ceftazidime, Ampicillin",,AF397068,TEM-9,2be ESBL
betaL-g1499_TEM-99,"Cefotaxime, Ceftazidime, Ampicillin",,AF397066,TEM-9,2be ESBL
betaL-g1500_TER-1,"Cefotaxime, Ceftazidime, Ampicillin",,FJ263091,TER-1,2b
betaL-g1501_TER-2,"Cefotaxime, Ceftazidime, Ampicillin",,FJ263090,TER-2,2b
betaL-g1503_TMB-1,,,AB846838,TMB-1,
betaL-g1504_TMB-2,,,AB758277,TMB-2,
betaL-g1505_TRU-1,"Cefotaxime, Ceftazidime, Ampicillin",,EU046614,TRU-1,
betaL-g1506_TUS-1,,,AF441287,TUS-1,
betaL-g1507_VEB-1,"Cefotaxime, Ceftazidime, Ampicillin",,AF010416,VEB-1,2be ESBL
betaL-g1508_VEB-2,"Cefotaxime, Ceftazidime, Ampicillin",,AY027870,VEB-2,2be ESBL
betaL-g1509_VEB-3,"Cefotaxime, Ceftazidime, Ampicillin",,AY536519,VEB-3,2be ESBL
betaL-g1510_VEB-4,"Cefotaxime, Ceftazidime, Ampicillin",,EF136375,VEB-4,2be ESBL
betaL-g1511_VEB-5,"Cefotaxime, Ceftazidime, Ampicillin",,EF420108,VEB-5,2be ESBL
betaL-g1512_VEB-6,"Cefotaxime, Ceftazidime, Ampicillin",,EU259884,VEB-6,2be ESBL
betaL-g1513_VEB-7,"Cefotaxime, Ceftazidime, Ampicillin",,FJ825622,VEB-7,2be ESBL
betaL-g1514_VEB-8,"Cefotaxime, Ceftazidime, Ampicillin",,JX679208,VEB-8,2be ESBL
betaL-g1515_VHH-1,,,AF217649,VHH-1,
betaL-g1516_VHW-1,,,AF217648,VHW-1,
betaL-g1517_VIM-1,,, Y18050,VIM-1,
betaL-g1518_VIM-10,,, AY524989,VIM-1,
betaL-g1519_VIM-11,,, AY605049,VIM-1,
betaL-g1520_VIM-12,,, DQ143913,VIM-1,
betaL-g1521_VIM-13,,, DQ365886,VIM-1,
betaL-g1522_VIM-14,,, AY635904,VIM-1,
betaL-g1523_VIM-15,,, EU419745,VIM-1,
betaL-g1524_VIM-16,,, EU419746,VIM-1,
betaL-g1525_VIM-17,,, EU118148,VIM-1,
betaL-g1526_VIM-18,,, AM778091,VIM-1,
betaL-g1527_VIM-19,,, FJ822963,VIM-1,
betaL-g1528_VIM-2,,, AF191564,VIM-2,
betaL-g1529_VIM-23,,, GQ242167,VIM-2,
betaL-g1530_VIM-24,,, HM855205,VIM-2,
betaL-g1531_VIM-25,,, HM750249,VIM-2,
betaL-g1532_VIM-26,,, FR748153,VIM-2,
betaL-g1533_VIM-27,,, HQ858608,VIM-2,
betaL-g1534_VIM-28,,, JF900599,VIM-2,
betaL-g1535_VIM-29,,, JX311308,VIM-2,
betaL-g1536_VIM-3,,, AF300454,VIM-3,
betaL-g1537_VIM-30,,, JN129451,VIM-3,
betaL-g1538_VIM-31,,, JN982330,VIM-3,
betaL-g1539_VIM-32,,, JN676230,VIM-3,
betaL-g1540_VIM-33,,, JX258134,VIM-3,
betaL-g1541_VIM-34,,, JX013656,VIM-3,
betaL-g1542_VIM-35,,, JX982634,VIM-3,
betaL-g1543_VIM-36,,, JX982635,VIM-3,
betaL-g1544_VIM-37,,, JX982636,VIM-3,
betaL-g1545_VIM-38,,, KC469971,VIM-3,
betaL-g1546_VIM-4,,, AY135661,VIM-4,
betaL-g1547_VIM-5,,, AY144612,VIM-5,
betaL-g1548_VIM-6,,, AY165025,VIM-6,
betaL-g1549_VIM-7,,, AJ536835,VIM-7,
betaL-g1550_VIM-8,,, AY524987,VIM-8,
betaL-g1551_VIM-9,,, AY524988,VIM-9,
chlor-g1553_cat,Chloramphenicol,,X60827,cat,
chlor-g1554_catA1,Chloramphenicol,,V00622,catA1,
chlor-g1555_catA10,Chloramphenicol,,AY238971,catA1,
chlor-g1557_catA12,Chloramphenicol,,X74948,catA1,
chlor-g1558_catA13,Chloramphenicol,,M35190,catA1,
chlor-g1559_catA14,Chloramphenicol,,S48276,catA1,
chlor-g1560_catA15,Chloramphenicol,,M93113,catA1,
chlor-g1561_catA16,Chloramphenicol,,M55620,catA1,
chlor-g1562_catA2,Chloramphenicol,,X53796,catA2,
chlor-g1563_catA3,Chloramphenicol,,X07848,catA3,
chlor-g1564_catA4,Chloramphenicol,,M11587,catA4,
chlor-g1566_catA6,Chloramphenicol,,K00544,catA6,
chlor-g1567_catA7,Chloramphenicol,,X02529,catA7,
chlor-g1568_catA8,Chloramphenicol,,AY355285,catA8,
chlor-g1569_catA9,Chloramphenicol,,NC_002013,catA9,
chlor-g1570_catB1,Chloramphenicol,,M58472,catB1,
chlor-g1571_catB10,Chloramphenicol,,AJ878850,catB1,
chlor-g1572_catB2,Chloramphenicol,,AF047479,catB2,
chlor-g1573_catB3,Chloramphenicol,,AJ310778,catB3,
chlor-g1574_catB7,Chloramphenicol,,AF036933,catB7,
chlor-g1575_catB9,Chloramphenicol,,AF462019,catB9,
chlor-g1576_cml,Chloramphenicol,,M22614,cml,
chlor-g1577_cml_E5,Chloramphenicol,,X59968,cml_E,
chlor-g1578_cmlA1,Chloramphenicol,,JF701188,cmlA1,
chlor-g1579_cmlB,Chloramphenicol,,AF034958,cmlB,
chlor-g1580_cmlV,Chloramphenicol,,U09991,cmlV,
chlor-g1581_cmr,Chloramphenicol,,U43535,cmr,
chlor-g1582_cmrA,Chloramphenicol,,Z12001,cmrA,
chlor-g1583_cmx,Chloramphenicol,,U85507,cmx,
chlor-g1584_fexA,Chloramphenicol,,AJ549214,fexA,
chlor-g1585_floR,"Chloramphenicol, Florfenicol",,AF071555,floR,
chlor-g1586_pexA,Chloramphenicol,,HM537013,pexA,
chlor-g1587_cfr,Chloramphenicol,,AM408573,cfr,
clind-g1588_vgaA-LC,Chloramphenicol,,DQ823382,vgaA-,
fosfo-g1590_fomA,,,AB016934,fomA,
fosfo-g1591_fomB,,,AB016934,fomB,
fosfo-g1592_fosA,Fosfomycin,,"M85195, X89875",fosA,
fosfo-g1593_fosA_v2,Fosfomycin,,AY692231,fosA_,
fosfo-g1595_fosA_v4,Fosfomycin,,CP000029,fosA_,
fosfo-g1596_fosA_v5,Fosfomycin,,NZ_DS999363,fosA_,
fosfo-g1597_fosA2,Fosfomycin,,EU487198,fosA2,
